number,name,type1,type2,total,hp,attack,defense,sp_attack,sp_defense,speed,generation,legendary
39,Jigglypuff,Normal,Fairy,270,115,0.21621621621621623,0.061224489795918366,45,25,0.07692307692307693,1,False
40,Wigglytuff,Normal,Fairy,435,140,0.35135135135135137,0.16326530612244897,85,50,0.20512820512820512,1,False
41,Zubat,Poison,Flying,245,40,0.21621621621621623,0.12244897959183673,30,40,0.2564102564102564,1,False
42,Golbat,Poison,Flying,455,75,0.40540540540540543,0.2653061224489796,65,75,0.4358974358974359,1,False
43,Oddish,Grass,Poison,320,45,0.24324324324324326,0.20408163265306123,75,65,0.1282051282051282,1,False
44,Gloom,Grass,Poison,395,60,0.32432432432432434,0.2653061224489796,85,75,0.1794871794871795,1,False
45,Vileplume,Grass,Poison,490,75,0.40540540540540543,0.32653061224489793,110,90,0.23076923076923078,1,False
46,Paras,Bug,Grass,285,35,0.35135135135135137,0.20408163265306123,45,55,0.10256410256410256,1,False
47,Parasect,Bug,Grass,405,60,0.4864864864864865,0.30612244897959184,60,80,0.1282051282051282,1,False
48,Venonat,Bug,Poison,305,60,0.2702702702702703,0.1836734693877551,40,55,0.20512820512820512,1,False
49,Venomoth,Bug,Poison,450,70,0.32432432432432434,0.22448979591836735,90,75,0.4358974358974359,1,False
50,Diglett,Ground,,265,10,0.2702702702702703,0.08163265306122448,35,45,0.46153846153846156,1,False
50,Alolan Diglett,Ground,Steel,265,10,0.2702702702702703,0.10204081632653061,35,45,0.4358974358974359,7,False
51,Dugtrio,Ground,,405,35,0.40540540540540543,0.1836734693877551,50,70,0.5897435897435898,1,False
51,Alolan Dugtrio,Ground,Steel,425,35,0.5135135135135135,0.22448979591836735,50,70,0.5384615384615384,7,False
52,Meowth,Normal,,290,40,0.21621621621621623,0.12244897959183673,40,40,0.4358974358974359,1,False
53,Gigantamax Meowth,Normal,,290,40,0.21621621621621623,0.12244897959183673,40,40,0.4358974358974359,1,False
52,Alolan Meowth,Dark,,290,40,0.16216216216216217,0.12244897959183673,50,40,0.4358974358974359,7,False
52,Galarian Meowth,Steel,,290,50,0.32432432432432434,0.20408163265306123,40,40,0.1794871794871795,8,False
53,Persian,Normal,,440,65,0.35135135135135137,0.22448979591836735,65,65,0.5641025641025641,1,False
53,Alolan Persian,Dark,,440,65,0.2972972972972973,0.22448979591836735,75,65,0.5641025641025641,7,False
54,Psyduck,Water,,320,50,0.25405405405405407,0.17551020408163265,65,50,0.2564102564102564,1,False
55,Golduck,Water,,500,80,0.41621621621621624,0.2979591836734694,95,80,0.41025641025641024,1,False
56,Mankey,Fighting,,305,40,0.40540540540540543,0.12244897959183673,35,45,0.3333333333333333,1,False
57,Primeape,Fighting,,455,65,0.5405405405405406,0.22448979591836735,60,70,0.46153846153846156,1,False
58,Growlithe,Fire,,350,55,0.35135135135135137,0.16326530612244897,70,50,0.28205128205128205,1,False
59,Arcanine,Fire,,555,90,0.5675675675675675,0.30612244897959184,100,80,0.46153846153846156,1,False
60,Poliwag,Water,,300,40,0.24324324324324326,0.14285714285714285,40,40,0.4358974358974359,1,False
61,Poliwhirl,Water,,385,65,0.32432432432432434,0.24489795918367346,50,50,0.4358974358974359,1,False
62,Poliwrath,Water,Fighting,510,90,0.4864864864864865,0.3673469387755102,70,90,0.3333333333333333,1,False
63,Abra,Psychic,,310,25,0.08108108108108109,0.04081632653061224,105,55,0.4358974358974359,1,False
64,Kadabra,Psychic,,400,40,0.16216216216216217,0.10204081632653061,120,70,0.5128205128205128,1,False
65,Alakazam,Psychic,,500,55,0.24324324324324326,0.16326530612244897,135,95,0.5897435897435898,1,False
65,Mega Alakazam,Psychic,,590,55,0.24324324324324326,0.24489795918367346,175,95,0.7435897435897436,1,False
66,Machop,Fighting,,305,70,0.40540540540540543,0.1836734693877551,35,35,0.15384615384615385,1,False
67,Machoke,Fighting,,405,80,0.5135135135135135,0.2653061224489796,50,60,0.20512820512820512,1,False
68,Machamp,Fighting,,505,90,0.6756756756756757,0.30612244897959184,65,85,0.2564102564102564,1,False
68,Gigantamax Machamp,Fighting,,505,90,0.6756756756756757,0.30612244897959184,65,85,0.2564102564102564,1,False
69,Bellsprout,Grass,Poison,300,50,0.3783783783783784,0.12244897959183673,70,30,0.1794871794871795,1,False
70,Weepinbell,Grass,Poison,390,65,0.4594594594594595,0.1836734693877551,85,45,0.2564102564102564,1,False
71,Victreebel,Grass,Poison,490,80,0.5405405405405406,0.24489795918367346,100,70,0.3333333333333333,1,False
72,Tentacool,Water,Poison,335,40,0.1891891891891892,0.12244897959183673,50,100,0.3333333333333333,1,False
73,Tentacruel,Water,Poison,515,80,0.35135135135135137,0.24489795918367346,80,120,0.48717948717948717,1,False
74,Geodude,Rock,Ground,300,40,0.40540540540540543,0.3877551020408163,30,30,0.07692307692307693,1,False
74,Alolan Geodude,Rock,Electric,300,40,0.40540540540540543,0.3877551020408163,30,30,0.07692307692307693,7,False
75,Graveler,Rock,Ground,390,55,0.4864864864864865,0.4489795918367347,45,45,0.15384615384615385,1,False
75,Alolan Graveler,Rock,Electric,390,55,0.4864864864864865,0.4489795918367347,45,45,0.15384615384615385,7,False
76,Golem,Rock,Ground,495,80,0.6216216216216216,0.5102040816326531,55,65,0.20512820512820512,1,False
76,Alolan Golem,Rock,Electric,495,80,0.6216216216216216,0.5102040816326531,55,65,0.20512820512820512,7,False
77,Ponyta,Fire,,410,50,0.43243243243243246,0.20408163265306123,65,65,0.4358974358974359,1,False
77,Galarian Ponyta,Psychic,Fairy,410,50,0.43243243243243246,0.20408163265306123,65,65,0.4358974358974359,8,False
78,Rapidash,Fire,,500,65,0.5135135135135135,0.2653061224489796,80,80,0.5128205128205128,1,False
78,Galarian Rapidash,Psychic,Fairy,500,65,0.5135135135135135,0.2653061224489796,80,80,0.5128205128205128,8,False
79,Slowpoke,Water,Psychic,315,90,0.32432432432432434,0.24489795918367346,40,40,0.05128205128205128,1,False
79,Galarian Slowpoke,Psychic,,315,90,0.32432432432432434,0.24489795918367346,40,40,0.05128205128205128,8,False
80,Slowbro,Water,Psychic,490,95,0.3783783783783784,0.42857142857142855,100,80,0.1282051282051282,1,False
80,Galarian Slowbro,Poison,Psychic,490,95,0.5135135135135135,0.3673469387755102,100,70,0.1282051282051282,8,False
80,Mega Slowbro,Water,Psychic,590,95,0.3783783783783784,0.7142857142857143,130,80,0.1282051282051282,1,False
81,Magnemite,Electric,Steel,325,25,0.16216216216216217,0.2653061224489796,95,55,0.20512820512820512,1,False
82,Magneton,Electric,Steel,465,50,0.2972972972972973,0.3673469387755102,120,70,0.3333333333333333,1,False
83,Farfetch'd,Normal,Flying,352,52,0.4594594594594595,0.20408163265306123,58,62,0.28205128205128205,1,False
83,Galarian Farfetched,Fighting,,377,52,0.4864864864864865,0.20408163265306123,58,62,0.2564102564102564,8,False
84,Doduo,Normal,Flying,310,35,0.43243243243243246,0.16326530612244897,35,35,0.358974358974359,1,False
85,Dodrio,Normal,Flying,460,60,0.5675675675675675,0.2653061224489796,60,60,0.48717948717948717,1,False
86,Seel,Water,,325,65,0.21621621621621623,0.20408163265306123,45,70,0.20512820512820512,1,False
87,Dewgong,Water,Ice,475,90,0.35135135135135137,0.30612244897959184,70,95,0.3333333333333333,1,False
88,Grimer,Poison,,325,80,0.40540540540540543,0.1836734693877551,40,50,0.10256410256410256,1,False
88,Alolan Grimer,Poison,Dark,325,80,0.40540540540540543,0.1836734693877551,40,50,0.10256410256410256,7,False
89,Muk,Poison,,500,105,0.5405405405405406,0.2857142857142857,65,100,0.23076923076923078,1,False
89,Alolan Muk,Poison,Dark,500,105,0.5405405405405406,0.2857142857142857,65,100,0.23076923076923078,7,False
90,Shellder,Water,,305,30,0.32432432432432434,0.3877551020408163,45,25,0.1794871794871795,1,False
91,Cloyster,Water,Ice,525,50,0.4864864864864865,0.7142857142857143,85,45,0.3333333333333333,1,False
92,Gastly,Ghost,Poison,310,30,0.16216216216216217,0.10204081632653061,100,35,0.38461538461538464,1,False
93,Haunter,Ghost,Poison,405,45,0.24324324324324326,0.16326530612244897,115,55,0.46153846153846156,1,False
94,Gengar,Ghost,Poison,500,60,0.32432432432432434,0.22448979591836735,130,75,0.5384615384615384,1,False
94,Mega Gengar,Ghost,Poison,600,60,0.32432432432432434,0.30612244897959184,170,95,0.6410256410256411,1,False
94,Gigantamax Gengar,Ghost,Poison,500,60,0.32432432432432434,0.22448979591836735,130,75,0.5384615384615384,1,False
95,Onix,Rock,Ground,385,35,0.21621621621621623,0.6326530612244898,30,45,0.3333333333333333,1,False
96,Drowzee,Psychic,,328,60,0.23243243243243245,0.16326530612244897,43,90,0.18974358974358974,1,False
97,Hypno,Psychic,,483,85,0.3675675675675676,0.2653061224489796,73,115,0.31794871794871793,1,False
98,Krabby,Water,,325,30,0.5405405405405406,0.3469387755102041,25,25,0.23076923076923078,1,False
99,Kingler,Water,,475,55,0.6756756756756757,0.4489795918367347,50,50,0.358974358974359,1,False
99,Gigantamax Kingler,Water,,475,55,0.6756756756756757,0.4489795918367347,50,50,0.358974358974359,1,False
100,Voltorb,Electric,,330,40,0.13513513513513514,0.1836734693877551,55,55,0.48717948717948717,1,False
101,Electrode,Electric,,480,60,0.24324324324324326,0.2653061224489796,80,80,0.6923076923076923,1,False
102,Exeggcute,Grass,Psychic,325,60,0.1891891891891892,0.30612244897959184,60,45,0.1794871794871795,1,False
103,Exeggutor,Grass,Psychic,520,95,0.4864864864864865,0.32653061224489793,125,65,0.2564102564102564,1,False
103,Alolan Exeggutor,Grass,Dragon,530,95,0.5405405405405406,0.32653061224489793,125,75,0.20512820512820512,7,False
104,Cubone,Ground,,320,50,0.24324324324324326,0.3673469387755102,40,50,0.15384615384615385,1,False
105,Marowak,Ground,,425,60,0.40540540540540543,0.42857142857142855,50,80,0.20512820512820512,1,False
105,Alolan Marowak,Fire,Ghost,425,60,0.40540540540540543,0.42857142857142855,50,80,0.20512820512820512,7,False
106,Hitmonlee,Fighting,,455,50,0.6216216216216216,0.19591836734693877,35,110,0.4205128205128205,1,False
107,Hitmonchan,Fighting,,455,50,0.5405405405405406,0.3020408163265306,35,110,0.3641025641025641,1,False
108,Lickitung,Normal,,385,90,0.2702702702702703,0.2857142857142857,60,75,0.1282051282051282,1,False
109,Koffing,Poison,,340,40,0.32432432432432434,0.3673469387755102,60,45,0.15384615384615385,1,False
110,Weezing,Poison,,490,65,0.4594594594594595,0.46938775510204084,85,70,0.28205128205128205,1,False
110,Galarian Weezing,Poison,Fairy,490,65,0.4594594594594595,0.46938775510204084,85,70,0.28205128205128205,8,False
111,Rhyhorn,Ground,Rock,345,80,0.43243243243243246,0.3673469387755102,30,30,0.10256410256410256,1,False
112,Rhydon,Ground,Rock,485,105,0.6756756756756757,0.46938775510204084,45,45,0.1794871794871795,1,False
113,Chansey,Normal,,450,250,0.0,0.0,35,105,0.23076923076923078,1,False
114,Tangela,Grass,,435,65,0.2702702702702703,0.4489795918367347,100,40,0.28205128205128205,1,False
115,Kangaskhan,Normal,,490,105,0.4864864864864865,0.30612244897959184,40,80,0.4358974358974359,1,False
115,Mega Kangaskhan,Normal,,590,105,0.6486486486486487,0.3877551020408163,60,100,0.48717948717948717,1,False
116,Horsea,Water,,295,30,0.1891891891891892,0.2653061224489796,70,25,0.28205128205128205,1,False
117,Seadra,Water,,440,55,0.32432432432432434,0.3673469387755102,95,45,0.41025641025641024,1,False
118,Goldeen,Water,,320,45,0.33513513513513515,0.22448979591836735,35,50,0.29743589743589743,1,False
119,Seaking,Water,,450,80,0.4702702702702703,0.24489795918367346,65,80,0.3230769230769231,1,False
120,Staryu,Water,,340,30,0.21621621621621623,0.20408163265306123,70,55,0.41025641025641024,1,False
121,Starmie,Water,Psychic,520,60,0.3783783783783784,0.32653061224489793,100,85,0.5641025641025641,1,False
122,Mr. Mime,Psychic,Fairy,460,40,0.21621621621621623,0.24489795918367346,100,120,0.4358974358974359,1,False
122,Galarian Mr. Mime,Ice,Psychic,460,50,0.32432432432432434,0.24489795918367346,90,90,0.48717948717948717,8,False
123,Scyther,Bug,Flying,500,70,0.5675675675675675,0.30612244897959184,55,80,0.5128205128205128,1,False
124,Jynx,Ice,Psychic,455,65,0.24324324324324326,0.12244897959183673,115,95,0.46153846153846156,1,False
125,Electabuzz,Electric,,490,65,0.42162162162162165,0.21224489795918366,95,85,0.5128205128205128,1,False
126,Magmar,Fire,,495,65,0.4864864864864865,0.21224489795918366,100,85,0.4512820512820513,1,False
127,Pinsir,Bug,,500,65,0.6486486486486487,0.3877551020408163,55,70,0.41025641025641024,1,False
127,Mega Pinsir,Bug,Flying,600,65,0.8108108108108109,0.46938775510204084,65,90,0.5128205128205128,1,False
128,Tauros,Normal,,490,75,0.5135135135135135,0.3673469387755102,40,70,0.5384615384615384,1,False
129,Magikarp,Water,,200,20,0.02702702702702703,0.20408163265306123,15,20,0.38461538461538464,1,False
130,Gyarados,Water,Flying,540,95,0.6486486486486487,0.3020408163265306,60,100,0.38974358974358975,1,False
130,Mega Gyarados,Water,Dark,640,95,0.8108108108108109,0.42448979591836733,70,130,0.38974358974358975,1,False
131,Lapras,Water,Ice,535,130,0.43243243243243246,0.30612244897959184,85,95,0.28205128205128205,1,False
131,Gigantamax Lapras,Water,Ice,535,130,0.43243243243243246,0.30612244897959184,85,95,0.28205128205128205,1,False
132,Ditto,Normal,,288,48,0.23243243243243245,0.17551020408163265,48,48,0.2205128205128205,1,False
133,Eevee,Normal,,325,55,0.2702702702702703,0.1836734693877551,45,65,0.2564102564102564,1,False
133,Gigantamax Eevee,Normal,,325,55,0.2702702702702703,0.1836734693877551,45,65,0.2564102564102564,1,False
134,Vaporeon,Water,,525,130,0.32432432432432434,0.22448979591836735,110,95,0.3076923076923077,1,False
135,Jolteon,Electric,,525,65,0.32432432432432434,0.22448979591836735,110,95,0.6410256410256411,1,False
136,Flareon,Fire,,525,65,0.6756756756756757,0.22448979591836735,95,110,0.3076923076923077,1,False
137,Porygon,Normal,,395,65,0.2972972972972973,0.2653061224489796,85,75,0.1794871794871795,1,False
138,Omanyte,Rock,Water,355,35,0.1891891891891892,0.3877551020408163,90,55,0.15384615384615385,1,False
139,Omastar,Rock,Water,495,70,0.2972972972972973,0.4897959183673469,115,70,0.2564102564102564,1,False
140,Kabuto,Rock,Water,355,30,0.40540540540540543,0.3469387755102041,55,45,0.2564102564102564,1,False
141,Kabutops,Rock,Water,495,60,0.5945945945945946,0.40816326530612246,65,70,0.38461538461538464,1,False
142,Aerodactyl,Rock,Flying,515,80,0.5405405405405406,0.24489795918367346,60,75,0.6410256410256411,1,False
142,Mega Aerodactyl,Rock,Flying,615,80,0.7027027027027027,0.32653061224489793,70,95,0.7435897435897436,1,False
143,Snorlax,Normal,,540,160,0.5675675675675675,0.24489795918367346,65,110,0.1282051282051282,1,False
143,Gigantamax Snorlax,Normal,,540,160,0.5675675675675675,0.24489795918367346,65,110,0.1282051282051282,1,False
144,Articuno,Ice,Flying,580,90,0.43243243243243246,0.3877551020408163,95,125,0.41025641025641024,1,True
144,Galarian Articuno,Psychic,Flying,580,90,0.43243243243243246,0.32653061224489793,125,100,0.46153846153846156,8,True
145,Zapdos,Electric,Flying,580,90,0.4594594594594595,0.32653061224489793,125,90,0.48717948717948717,1,True
145,Galarian Zapdos,Fighting,Flying,580,90,0.6486486486486487,0.3469387755102041,85,90,0.48717948717948717,8,True
146,Moltres,Fire,Flying,580,90,0.5135135135135135,0.3469387755102041,125,85,0.4358974358974359,1,True
146,Galarian Moltres,Dark,Flying,580,90,0.43243243243243246,0.3469387755102041,100,125,0.4358974358974359,8,True
147,Dratini,Dragon,,300,41,0.31891891891891894,0.16326530612244897,50,50,0.23076923076923078,1,False
148,Dragonair,Dragon,,420,61,0.42702702702702705,0.24489795918367346,70,70,0.3333333333333333,1,False
149,Dragonite,Dragon,Flying,600,91,0.6972972972972973,0.3673469387755102,100,100,0.38461538461538464,1,False
150,Mewtwo,Psychic,,680,106,0.5675675675675675,0.3469387755102041,154,90,0.6410256410256411,1,True
150,Mega Mewtwo X,Psychic,Fighting,780,106,1.0,0.3877551020408163,154,100,0.6410256410256411,1,True
150,Mega Mewtwo Y,Psychic,,780,106,0.7837837837837838,0.2653061224489796,194,120,0.6923076923076923,1,True
151,Mew,Psychic,,600,100,0.5135135135135135,0.3877551020408163,100,100,0.48717948717948717,1,True
152,Chikorita,Grass,,318,45,0.23783783783783785,0.24489795918367346,49,65,0.20512820512820512,2,False
153,Bayleef,Grass,,405,60,0.3081081081081081,0.30612244897959184,63,80,0.28205128205128205,2,False
154,Meganium,Grass,,525,80,0.41621621621621624,0.3877551020408163,83,100,0.38461538461538464,2,False
155,Cyndaquil,Fire,,309,39,0.25405405405405407,0.15510204081632653,60,50,0.3076923076923077,2,False
156,Quilava,Fire,,405,58,0.31891891891891894,0.2163265306122449,80,65,0.38461538461538464,2,False
157,Typhlosion,Fire,,534,78,0.42702702702702705,0.2979591836734694,109,85,0.48717948717948717,2,False
158,Totodile,Water,,314,50,0.32432432432432434,0.24081632653061225,44,48,0.19487179487179487,2,False
159,Croconaw,Water,,405,65,0.40540540540540543,0.30612244897959184,59,63,0.2717948717948718,2,False
160,Feraligatr,Water,,530,85,0.5405405405405406,0.3877551020408163,79,83,0.37435897435897436,2,False
161,Sentret,Normal,,215,35,0.22162162162162163,0.11836734693877551,35,45,0.07692307692307693,2,False
162,Furret,Normal,,415,85,0.3837837837837838,0.24081632653061225,45,55,0.4358974358974359,2,False
163,Hoothoot,Normal,Flying,262,60,0.13513513513513514,0.10204081632653061,36,56,0.23076923076923078,2,False
164,Noctowl,Normal,Flying,442,100,0.24324324324324326,0.1836734693877551,76,96,0.3333333333333333,2,False
165,Ledyba,Bug,Flying,265,40,0.08108108108108109,0.10204081632653061,40,80,0.2564102564102564,2,False
166,Ledian,Bug,Flying,390,55,0.16216216216216217,0.1836734693877551,55,110,0.41025641025641024,2,False
167,Spinarak,Bug,Poison,250,40,0.2972972972972973,0.14285714285714285,40,40,0.1282051282051282,2,False
168,Ariados,Bug,Poison,390,70,0.4594594594594595,0.2653061224489796,60,60,0.1794871794871795,2,False
169,Crobat,Poison,Flying,535,85,0.4594594594594595,0.30612244897959184,70,80,0.6410256410256411,2,False
170,Chinchou,Water,Electric,330,75,0.1783783783783784,0.1346938775510204,56,56,0.31794871794871793,2,False
171,Lanturn,Water,Electric,460,125,0.2864864864864865,0.2163265306122449,76,76,0.31794871794871793,2,False
172,Pichu,Electric,,205,20,0.1891891891891892,0.04081632653061224,35,35,0.28205128205128205,2,False
173,Cleffa,Fairy,,218,50,0.10810810810810811,0.09387755102040816,45,55,0.05128205128205128,2,False
174,Igglybuff,Normal,Fairy,210,90,0.13513513513513514,0.04081632653061224,40,20,0.05128205128205128,2,False
175,Togepi,Fairy,,245,35,0.08108108108108109,0.24489795918367346,40,65,0.07692307692307693,2,False
176,Togetic,Fairy,Flying,405,55,0.1891891891891892,0.32653061224489793,80,105,0.1794871794871795,2,False
177,Natu,Psychic,Flying,320,40,0.24324324324324326,0.16326530612244897,70,45,0.3333333333333333,2,False
178,Xatu,Psychic,Flying,470,65,0.3783783783783784,0.2653061224489796,95,70,0.46153846153846156,2,False
179,Mareep,Electric,,280,55,0.1891891891891892,0.14285714285714285,65,45,0.15384615384615385,2,False
180,Flaaffy,Electric,,365,70,0.2702702702702703,0.20408163265306123,80,60,0.20512820512820512,2,False
181,Ampharos,Electric,,510,90,0.3783783783783784,0.32653061224489793,115,90,0.2564102564102564,2,False
181,Mega Ampharos,Electric,Dragon,610,90,0.4864864864864865,0.40816326530612246,165,110,0.20512820512820512,2,False
182,Bellossom,Grass,,490,75,0.40540540540540543,0.3673469387755102,90,100,0.23076923076923078,2,False
183,Marill,Water,Fairy,250,70,0.08108108108108109,0.1836734693877551,20,50,0.1794871794871795,2,False
184,Azumarill,Water,Fairy,420,100,0.24324324324324326,0.30612244897959184,60,80,0.23076923076923078,2,False
185,Sudowoodo,Rock,,410,70,0.5135135135135135,0.4489795918367347,30,65,0.1282051282051282,2,False
186,Politoed,Water,,500,90,0.3783783783783784,0.2857142857142857,90,100,0.3333333333333333,2,False
187,Hoppip,Grass,Flying,250,35,0.16216216216216217,0.14285714285714285,35,55,0.23076923076923078,2,False
188,Skiploom,Grass,Flying,340,55,0.21621621621621623,0.1836734693877551,45,65,0.38461538461538464,2,False
189,Jumpluff,Grass,Flying,460,75,0.2702702702702703,0.2653061224489796,55,95,0.5384615384615384,2,False
190,Aipom,Normal,,360,55,0.35135135135135137,0.20408163265306123,40,55,0.41025641025641024,2,False
191,Sunkern,Grass,,180,30,0.13513513513513514,0.10204081632653061,30,30,0.1282051282051282,2,False
192,Sunflora,Grass,,425,75,0.3783783783783784,0.20408163265306123,105,85,0.1282051282051282,2,False
193,Yanma,Bug,Flying,390,65,0.32432432432432434,0.16326530612244897,75,45,0.46153846153846156,2,False
194,Wooper,Water,Ground,210,55,0.21621621621621623,0.16326530612244897,25,25,0.05128205128205128,2,False
195,Quagsire,Water,Ground,430,95,0.43243243243243246,0.32653061224489793,65,65,0.15384615384615385,2,False
196,Espeon,Psychic,,525,65,0.32432432432432434,0.22448979591836735,130,95,0.5384615384615384,2,False
197,Umbreon,Dark,,525,95,0.32432432432432434,0.42857142857142855,60,130,0.3076923076923077,2,False
198,Murkrow,Dark,Flying,405,60,0.43243243243243246,0.1510204081632653,85,42,0.441025641025641,2,False
199,Slowking,Water,Psychic,490,95,0.3783783783783784,0.30612244897959184,100,110,0.1282051282051282,2,False
